row,col,x,y,lon,lat,built_up_share_pct,natural_green_share_pct,elevation_m,population_density_people_km2,residential_share_pct,nearest_industrial_distance_km,ndvi_p50
7,64,551500.0,3424500.0,108.53890474705105,30.940480631796824,0.23547046,97.76743,476.82958984375,144.0167,0.0,5.1216,0.6542123
7,70,557500.0,3424500.0,108.60168699230935,30.940203682852797,0.58915645,16.682896,86.09862518310547,208.51363,0.0,2.9835613,-0.049650848
7,71,558500.0,3424500.0,108.61215061337158,30.94015456087935,1.8422561,63.404488,193.30531311035156,93.17886,0.0,3.2945704,0.33560073
8,45,532500.0,3423500.0,108.34005741772769,30.932136962588356,8.474618,91.05773,1157.5372314453125,114.54982,0.0,4.253736,0.606428
8,46,533500.0,3423500.0,108.35052055985663,30.93210902222617,0.0,99.947914,1223.0316162109375,69.60209,0.0,3.7632122,0.6959548
8,47,534500.0,3423500.0,108.3609836871648,30.93208023523419,0.0,99.93378,1149.177978515625,76.42318,0.0,3.323131,0.6823893
8,48,535500.0,3423500.0,108.37144679920982,30.932050601616705,0.029434616,99.76453,1058.3616943359375,115.902405,0.0,3.012565,0.64351785
8,49,536500.0,3423500.0,108.38190989554933,30.932020121378116,0.007358677,99.05809,928.7611694335938,117.77983,0.0,2.3779716,0.66596365
8,50,537500.0,3423500.0,108.39237297574097,30.931988794522972,0.0,99.91043,803.0836791992188,105.90621,0.0,1.9320728,0.6644282
8,51,538500.0,3423500.0,108.40283603934238,30.931956621055928,0.0,99.73697,843.5967407226562,141.02313,0.0,1.5993673,0.6372218
8,52,539500.0,3423500.0,108.4132990859112,30.931923600981772,0.0,99.94113,725.5013427734375,240.1027,0.0,0.8716326,0.656399
8,53,540500.0,3423500.0,108.42376211500512,30.931889734305425,0.036793914,97.92512,577.0123291015625,315.54584,0.0,0.6636717,0.6451669
8,54,541500.0,3423500.0,108.43422512618177,30.931855021031925,0.0,99.488464,600.4547729492188,363.38864,0.0,0.7934987,0.6224112
8,55,542500.0,3423500.0,108.44468811899883,30.93181946116644,0.0662332,96.47678,480.6377258300781,343.914,0.0,1.5809925,0.625577
8,56,543500.0,3423500.0,108.45515109301395,30.931783054714266,0.036794353,98.43651,386.04290771484375,354.21063,0.0,2.5197952,0.63392496
8,57,544500.0,3423500.0,108.46561404778483,30.931745801680812,4.5868435,92.608826,347.47357177734375,432.63474,0.0,3.484875,0.59313554
8,58,545500.0,3423500.0,108.47607698286912,30.931707702071616,2.1709175,93.94903,301.7291564941406,423.61328,0.0,4.4653487,0.62168795
8,59,546500.0,3423500.0,108.48653989782451,30.93166875589237,15.757661,76.753654,230.77490234375,571.98785,5.161409,5.452919,0.536047
8,60,547500.0,3423500.0,108.4970027922087,30.931628963148867,7.417611,89.81205,291.16107177734375,238.45383,0.0,6.444324,0.57525647
8,61,548500.0,3423500.0,108.50746566557937,30.931588323847013,1.346702,96.212746,457.932861328125,159.67813,0.0,7.4106965,0.5883006
8,62,549500.0,3423500.0,108.51792851749425,30.931546837992883,7.1206474,83.91198,306.4730224609375,241.31042,4.354725,6.447729,0.54648834
8,63,550500.0,3423500.0,108.528391347511,30.931504505592628,0.073590964,99.29343,347.0719909667969,197.2131,0.0,5.4979997,0.6460288
8,64,551500.0,3423500.0,108.53885415518735,30.931461326652556,0.47098446,99.36069,379.2947082519531,173.93353,0.0,4.5632234,0.64715874
8,65,552500.0,3423500.0,108.54931694008103,30.931417301179096,1.3961571,97.93661,442.438232421875,131.79611,0.0,4.471747,0.63799405
8,69,556500.0,3423500.0,108.59116784298345,30.9312327340843,2.2887475,18.869766,72.00879669189453,188.33315,0.0,1.8366915,0.0043475428
8,70,557500.0,3423500.0,108.60163050732966,30.931184476044702,1.7179989,41.2782,145.8321533203125,357.8497,0.0,1.9365988,0.15973903
8,71,558500.0,3423500.0,108.61209314623962,30.931135371512923,1.1793443,91.98559,431.70037841796875,202.21994,0.0,2.5115685,0.57640594
8,72,559500.0,3423500.0,108.62255575927108,30.931085420496256,0.2575803,92.970764,592.5350341796875,82.9689,0.0,3.2962916,0.6183387
9,44,531500.0,3422500.0,108.32956332911418,30.92314448894006,0.47342205,99.269005,1199.0343017578125,64.39107,0.0,3.9676094,0.685224
9,45,532500.0,3422500.0,108.3400255037097,30.92311740483381,2.4160845,97.28256,1092.9283447265625,43.713375,0.0,3.4490235,0.6544732
9,46,533500.0,3422500.0,108.35048766393243,30.923089474394256,0.18398221,98.41363,1032.0377197265625,18.5174,0.0,2.876889,0.61610454
9,47,534500.0,3422500.0,108.36094980934016,30.923060697625584,0.0,99.86754,1002.4454345703125,37.60499,0.0,2.396597,0.6750688
9,48,535500.0,3422500.0,108.37141193949067,30.923031074532066,0.28557825,99.245224,800.2442626953125,75.14366,0.0,2.095534,0.6318732
9,49,536500.0,3422500.0,108.3818740539418,30.9230006051181,0.022078075,99.720345,852.9713745117188,67.644684,0.0,1.6003144,0.608812
9,50,537500.0,3422500.0,108.39233615225137,30.922969289388238,0.22814088,99.77186,687.4779052734375,131.39346,0.0,1.0500461,0.6580057
9,51,538500.0,3422500.0,108.40279823397717,30.922937127347126,0.0,99.56378,647.3862915039062,293.9901,0.0,0.7079177,0.6254475
9,52,539500.0,3422500.0,108.41326029867705,30.92290411899956,0.19870478,98.09591,538.7673950195312,422.35757,0.0,0.26005843,0.6147565
9,53,540500.0,3422500.0,108.42372234590881,30.922870264350443,0.31704184,94.13643,429.26763916015625,559.348,0.0,0.0,0.5955379
9,54,541500.0,3422500.0,108.43418437523029,30.922835563404828,0.9621377,91.28547,429.66876220703125,701.94794,0.0,0.39749274,0.5962865
9,55,542500.0,3422500.0,108.44464638619935,30.922800016167873,0.013710403,99.25487,462.8593444824219,752.5759,0.0,1.3974928,0.640357
9,56,543500.0,3422500.0,108.4551083783738,30.92276362264487,3.334368,92.6265,303.34613037109375,725.60156,0.0,2.3974926,0.60836035
9,57,544500.0,3422500.0,108.46557035131148,30.92272638284122,13.421833,81.80737,252.455322265625,633.6423,0.0,3.3974926,0.51897645
9,58,545500.0,3422500.0,108.47603230457028,30.922688296762484,5.1083455,91.50507,343.06939697265625,416.47574,0.0,4.397493,0.56930864
9,59,546500.0,3422500.0,108.48649423770803,30.922649364414326,5.4037786,86.660095,291.2949523925781,433.52722,0.0,5.397493,0.5404865
9,60,547500.0,3422500.0,108.49695615028259,30.922609585802526,2.1211596,90.26419,228.68190002441406,270.87842,0.0,6.397493,0.5609821
9,61,548500.0,3422500.0,108.50741804185182,30.922568960933027,1.1701936,93.42669,426.3995666503906,166.68251,0.0,7.2243805,0.58052796
9,62,549500.0,3422500.0,108.51787991197361,30.922527489811863,5.8851852,88.5569,362.0782470703125,227.28168,0.0,6.232693,0.55218697
9,63,550500.0,3422500.0,108.52834176020583,30.922485172445192,6.1967835,86.25906,239.0004119873047,294.41434,0.0,5.244164,0.5263372
9,64,551500.0,3422500.0,108.53880358610635,30.92244200883933,2.0420663,84.561424,225.473876953125,278.25552,0.0,4.260991,0.5058485
9,65,552500.0,3422500.0,108.54926538923308,30.922397999000705,2.62523,72.79739,162.2129669189453,232.94118,0.0,3.697936,0.4485923
9,68,555500.0,3422500.0,108.58065065754944,30.9222608921543,0.34631333,40.896866,70.85469818115234,186.76968,0.0,0.7975046,0.15551947
9,69,556500.0,3422500.0,108.59111236515997,30.92221349745134,3.9738574,7.4381647,97.99430847167969,368.78925,6.051033,0.7705074,-0.11446478
9,70,557500.0,3422500.0,108.60157404778623,30.922165256549604,6.520939,76.17526,192.37322998046875,386.898,3.3533528,1.0973591,0.43863928
9,71,558500.0,3422500.0,108.61203570498616,30.922116169456277,1.1261176,92.05824,468.4704895019531,266.33182,0.0,1.9395254,0.5737004
9,72,559500.0,3422500.0,108.62249733631768,30.922066236178676,0.007360117,99.287895,605.1978149414062,74.32096,0.0,2.8843231,0.65219706
10,12,499500.0,3421500.0,107.99476929026503,30.914544568972044,0.0,98.36435,1009.2913818359375,69.26143,0.0,20.767296,0.6647192
10,13,500500.0,3421500.0,108.00523070973497,30.914544568972044,0.02943833,95.00284,877.919189453125,69.51489,0.0,20.566353,0.6668027
10,42,529500.0,3421500.0,108.3086099833533,30.91417651980063,1.5676544,97.8285,1296.319580078125,72.178276,0.0,2.2572062,0.65099764
10,43,530500.0,3421500.0,108.31907120388753,30.914151137391883,0.0,100.0,1207.285888671875,35.726048,0.0,2.391506,0.7070308
10,44,531500.0,3421500.0,108.32953241093861,30.914124908942558,1.6884474,97.28853,1016.5068969726562,24.302385,1.2619233,2.9230895,0.6322009
10,45,532500.0,3421500.0,108.33999360406452,30.9140978344565,5.208643,94.51168,830.8269653320312,24.75555,4.9661884,2.7743583,0.5843351
10,46,533500.0,3421500.0,108.35045478282322,30.914069913937777,3.2914133,95.84011,826.873046875,27.633818,0.0,2.0403743,0.5810581
10,47,534500.0,3421500.0,108.36091594677269,30.91404114739052,0.0,99.77184,874.8601684570312,31.724974,0.0,1.5585651,0.6526381
10,48,535500.0,3421500.0,108.37137709547092,30.91401153481903,0.18132915,99.72265,727.0989990234375,46.804016,0.0,1.1114349,0.63113797
10,49,536500.0,3421500.0,108.38183822847586,30.913981076227707,0.007360038,99.84108,683.6234741210938,54.885715,0.0,1.077988,0.6460791
10,50,537500.0,3421500.0,108.39229934534553,30.913949771621073,0.0,99.43525,584.859619140625,102.77356,0.0,0.21555674,0.65802836
10,51,538500.0,3421500.0,108.40276044563792,30.913917621003808,0.44537073,96.359665,444.8614196777344,425.49988,0.0,0.0,0.6391544
10,52,539500.0,3421500.0,108.413221528911,30.913884624380668,0.035906166,97.52799,504.03668212890625,792.9923,0.0,0.0,0.62535
10,53,540500.0,3421500.0,108.42368259472278,30.913850781756594,0.5584424,92.27483,424.1929626464844,1183.5591,0.0,0.0,0.578411
10,54,541500.0,3421500.0,108.43414364263126,30.9138160931366,8.0532465,80.35902,359.6625061035156,2076.814,0.0,0.45651034,0.5480039
10,55,542500.0,3421500.0,108.44460467219447,30.913780558525854,15.808983,67.167564,304.75262451171875,1619.1332,0.0,1.4154106,0.49712005
10,56,543500.0,3421500.0,108.45506568297039,30.913744177929644,4.3722754,93.96116,330.82781982421875,1013.1592,0.0,2.407981,0.5697376
