scenario,period,line_name,pattern,model_count,baseline_gwh_mean,annual_counterfactual_gwh_mean,annual_change_gwh_mean,annual_change_gwh_p10,annual_change_gwh_p90,annual_change_pct_mean,annual_change_pct_p10,annual_change_pct_p90
ssp585,2030s,光明二回（453）,Pattern 2,33,7.720650572283292,8.285661695930996,0.5650111236477019,0.34942944873013143,0.7799239404794248,7.3208531122669,4.517002347160698,10.108934435696558
ssp585,2030s,光明四回（462）,Pattern 2,33,2.7285278471194925,2.9373863002209086,0.2088584531014163,0.13510963830563133,0.2969077237360093,7.656386269959755,4.960635606581052,10.890511504644286
ssp585,2030s,光高线（459）,Pattern 1,33,1.3587427565800985,1.377210814696604,0.01846805811650542,0.012847527132745791,0.025606523071188807,1.359675072837626,0.9441575400670627,1.8862825068646092
ssp585,2030s,凉响线（459）,Pattern 2,33,2.535895123698086,2.702397340141553,0.16650221644346766,0.10349042220864937,0.2433658366327566,6.568076116138853,4.074500369013887,9.57530519755734
ssp585,2030s,凉甘线（458）,Pattern 2,33,5.404061511475172,5.760045000357747,0.3559834888825747,0.2139704646712191,0.502419447935875,6.58999605913389,3.9531286175813527,9.276494565499695
ssp585,2030s,凉青线（456）,Pattern 1,33,0.03677199341130869,0.03724148606306164,0.00046949265175295354,0.0003326667507270943,0.0006341233786813127,1.2772218286894947,0.9031421523959354,1.7454617719310992
ssp585,2030s,凉风线（454）,Pattern 1,33,9.368313395696656,9.494889664070215,0.12657626837355876,0.091090320295124,0.17201362501888307,1.3515811631421937,0.9712113303113536,1.8588633675201292
ssp585,2030s,凉高线（453）,Pattern 1,33,5.760655101011687,5.837959701227864,0.0773046002161776,0.05005500124425514,0.1065445911388102,1.3424430346912357,0.8694484734595243,1.8671952614538858
ssp585,2030s,北山一回（453）,Pattern 2,33,11.628380550935171,12.476727065842706,0.8483465149075352,0.5516401622800131,1.1537112206899238,7.298205679827443,4.744483907336232,9.995443520834247
ssp585,2030s,北山三回（455）,Pattern 2,33,6.638145551167962,7.128513444496947,0.49036789332898584,0.3277719742678077,0.680386215728485,7.389811168505632,4.929682831535555,10.225444186762072
ssp585,2030s,北山二回（454）,Pattern 2,33,8.427973486275437,9.183101277791664,0.7551277915162253,0.4959491641364907,1.0174936451956305,8.962979677273115,5.886188674307434,12.05521476995635
ssp585,2030s,北山五回（458）,Pattern 2,33,9.72726111360127,10.52066957148056,0.7934084578792892,0.507756435032627,1.0899634653705572,8.159367264616233,5.2216517824475535,11.231325400060276
ssp585,2030s,北山四回（457）,Pattern 2,33,11.467612233673028,12.350399128264753,0.8827868945917244,0.5722584748136637,1.206181498324486,7.70093373653036,4.991865420988686,10.547925104983804
ssp585,2030s,北清一回(459),Pattern 2,33,7.318546230005857,7.942869107062952,0.6243228770570961,0.4411877501071458,0.8632955273449198,8.533404756278747,6.019449605781293,11.807765627705468
ssp585,2030s,北清二回(461),Pattern 2,33,3.987889333190311,4.358645903531248,0.37075657034093756,0.2440762017507989,0.5053577103517247,9.300186013246032,6.124585703073861,12.748697332926458
ssp585,2030s,医专一回（476）,Pattern 1,33,11.746404903077362,11.933820295332046,0.18741539225468498,0.1285332234702982,0.24855943887176793,1.5960423334522098,1.095519973740734,2.115114655250912
ssp585,2030s,双走线（451）,Pattern 1,33,4.15530739156432,4.219952967588806,0.06464557602448613,0.044163461952129085,0.08689861300472491,1.556194378302861,1.0634780756822142,2.0919786837221483
ssp585,2030s,双龙线（455）,Pattern 2,33,0.9090619455168543,0.96570724408844,0.056645298571585734,0.035088586183691366,0.07477119045543378,6.232978696612102,3.8623790847221207,8.280314196678196
ssp585,2030s,古化线(456),Pattern 1,33,2.6596801349670303,2.697115158074109,0.03743502310707842,0.024392141646178374,0.050216044273058154,1.4079691167408335,0.9171875330095116,1.8989176744348373
