line_name,pattern,downscaled_annual_mean_c,downscaled_jas_mean_c,downscaled_cdd24,downscaled_hdd18,downscaled_days,scenario,model,year
腾高二回（474）,Pattern 1,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
走中线（454）,Pattern 1,17.629433634024252,27.108731625169224,332.9747102903931,1328.265466853489,365,ssp126,ACCESS-CM2,2090
走马线（453）,Pattern 1,17.260949447032512,26.693349253993347,291.42276081207103,1386.6874468054327,365,ssp126,ACCESS-CM2,2090
赶场线（452）,Pattern 1,18.496372809489554,28.261859984722445,461.5072243552735,1213.6033673750092,365,ssp126,ACCESS-CM2,2090
重啤线（466）,Pattern 1,18.49595249456943,28.225298256999594,455.69010436819696,1205.9834905328105,365,ssp126,ACCESS-CM2,2090
金管一回（466）,Pattern 1,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
金管三回（463）,Pattern 1,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
金管二回（465）,Pattern 1,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
钢厂三回（456）,Pattern 1,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,ssp126,ACCESS-CM2,2090
钢厂二回（455）,Pattern 1,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,ssp126,ACCESS-CM2,2090
长坝线（452）,Pattern 1,18.496372809489554,28.261859984722445,461.5072243552735,1213.6033673750092,365,ssp126,ACCESS-CM2,2090
长坪线（457）,Pattern 1,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,ssp126,ACCESS-CM2,2090
长大线（459）,Pattern 2,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,ssp126,ACCESS-CM2,2090
长天线（453）,Pattern 1,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,ssp126,ACCESS-CM2,2090
长开线（461）,Pattern 1,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,ssp126,ACCESS-CM2,2090
长戒线（452）,Pattern 1,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,ssp126,ACCESS-CM2,2090
长楼线（457）,Pattern 2,17.316318861334167,26.922508348802747,313.19513512965807,1389.35380350523,365,ssp126,ACCESS-CM2,2090
长永线（455）,Pattern 1,17.767034551449818,27.481978197592145,372.6779092590916,1329.2695626474122,365,ssp126,ACCESS-CM2,2090
长河线（461）,Pattern 1,18.510277024332968,28.255682628739336,457.27380276212136,1199.1372725551817,365,ssp126,ACCESS-CM2,2090
长流线（454）,Pattern 2,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,ssp126,ACCESS-CM2,2090
长消线（456）,Pattern 2,18.496372809489554,28.261859984722445,461.5072243552735,1213.6033673750092,365,ssp126,ACCESS-CM2,2090
长滩线（459）,Pattern 2,18.496372809489554,28.261859984722445,461.5072243552735,1213.6033673750092,365,ssp126,ACCESS-CM2,2090
长玉线（462）,Pattern 2,18.496372809489554,28.261859984722445,461.5072243552735,1213.6033673750092,365,ssp126,ACCESS-CM2,2090
长电线（456）,Pattern 1,19.219360795012594,29.09911831076084,564.9516394403986,1112.2725845123937,365,ssp126,ACCESS-CM2,2090
长茨线（458）,Pattern 2,18.496372809489554,28.261859984722445,461.5072243552735,1213.6033673750092,365,ssp126,ACCESS-CM2,2090
长衡线（458）,Pattern 1,18.510277024332968,28.255682628739336,457.27380276212136,1199.1372725551817,365,ssp126,ACCESS-CM2,2090
长高二回（453）,Pattern 1,18.496372809489554,28.261859984722445,461.5072243552735,1213.6033673750092,365,ssp126,ACCESS-CM2,2090
龙代线（451）,Pattern 1,16.335806436448202,25.577396777673062,194.0624244793422,1542.5575955131683,365,ssp126,ACCESS-CM2,2090
龙医一回（458）,Pattern 2,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙医二回（469）,Pattern 2,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙恒线（456）,Pattern 3,16.41434530534663,25.86379810660297,218.3185060512874,1550.4478490051365,365,ssp126,ACCESS-CM2,2090
龙新线（452）,Pattern 3,18.788733157388112,28.48331333716514,485.73656378607444,1160.3898204582777,365,ssp126,ACCESS-CM2,2090
龙梨线（458）,Pattern 1,16.41434530534663,25.86379810660297,218.3185060512874,1550.4478490051365,365,ssp126,ACCESS-CM2,2090
龙渝线（467）,Pattern 2,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙燕线（453）,Pattern 3,18.806743811669612,28.486258748444474,487.28377885730765,1156.9383945993713,365,ssp126,ACCESS-CM2,2090
龙电一回（478）,Pattern 1,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙电二回（479）,Pattern 1,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙电线（457）,Pattern 1,18.083579029502467,27.72422469657191,395.8661064448085,1261.7895689974405,365,ssp126,ACCESS-CM2,2090
龙相一回（451）,Pattern 1,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙相三回（454）,Pattern 2,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙相二回（472）,Pattern 1,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙相四回（471）,Pattern 1,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙石一回（452）,Pattern 2,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙石二回（473）,Pattern 2,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙腾一回（477),Pattern 1,20.220212557217387,30.05713771448361,696.1954690069042,963.2645624186252,365,ssp126,ACCESS-CM2,2090
龙腾三回（476）,Pattern 1,20.220212557217387,30.05713771448361,696.1954690069042,963.2645624186252,365,ssp126,ACCESS-CM2,2090
龙腾二回（462）,Pattern 1,19.559065679413237,29.378444884720555,603.6466759721334,1060.6235692246582,365,ssp126,ACCESS-CM2,2090
龙腾五回（459）,Pattern 1,20.220212557217387,30.05713771448361,696.1954690069042,963.2645624186252,365,ssp126,ACCESS-CM2,2090
龙腾四回（461）,Pattern 1,20.220212557217387,30.05713771448361,696.1954690069042,963.2645624186252,365,ssp126,ACCESS-CM2,2090
龙驹二回（461）,Pattern 2,18.242725376556574,27.94454824536876,423.7513264695629,1247.741999310478,365,ssp126,ACCESS-CM2,2090
龙驹线（453）,Pattern 1,16.164738454463507,25.566149063694308,193.45691884063328,1590.9684132767786,365,ssp126,ACCESS-CM2,2090
龙高线（454）,Pattern 1,16.335806436448202,25.577396777673062,194.0624244793422,1542.5575955131683,365,ssp126,ACCESS-CM2,2090
万书线（462）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
万利高速（457）,Pattern 1,18.375885060174994,28.290530958079238,460.8341281167794,1321.7562318976927,365,ssp585,ACCESS-CM2,2030
万复线（467）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
万州桥四回（454）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
万永线（463）,Pattern 1,18.227815570153965,28.075645286355577,437.2508939339931,1341.434712708285,365,ssp585,ACCESS-CM2,2030
万滨一回（459）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
万滨二回（461）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
三铁二回（462）,Pattern 1,18.37480069896312,28.236762881103097,455.68445035419745,1321.9562251196926,365,ssp585,ACCESS-CM2,2030
三高线（461）,Pattern 2,18.37480069896312,28.236762881103097,455.68445035419745,1321.9562251196926,365,ssp585,ACCESS-CM2,2030
五乐线（442）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五俪一回（477）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五俪二回（482）,Pattern 1,17.652476759731833,27.41671090431799,360.2130268261998,1416.3480778229896,365,ssp585,ACCESS-CM2,2030
五友线（488）,Pattern 1,17.652476759731833,27.41671090431799,360.2130268261998,1416.3480778229896,365,ssp585,ACCESS-CM2,2030
五星二回（481）,Pattern 2,17.652476759731833,27.41671090431799,360.2130268261998,1416.3480778229896,365,ssp585,ACCESS-CM2,2030
五桥一回（462）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五桥三回（461）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五桥二回（479）,Pattern 2,17.652476759731833,27.41671090431799,360.2130268261998,1416.3480778229896,365,ssp585,ACCESS-CM2,2030
五桥五回（472）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五桥六回（485）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五桥四回（467）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五水一回（441）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五水二回（465）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五汇线（463）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五联一回（469）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五联三回（484）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五联二回（471）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五茂一回（478）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五药线（456）,Pattern 1,17.652476759731833,27.41671090431799,360.2130268261998,1416.3480778229896,365,ssp585,ACCESS-CM2,2030
五郦三回（483）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五长线（454）,Pattern 2,17.664827541801507,27.397997166451102,359.0441244582781,1408.9033437774094,365,ssp585,ACCESS-CM2,2030
五长线（455）,Pattern 2,17.664827541801507,27.397997166451102,359.0441244582781,1408.9033437774094,365,ssp585,ACCESS-CM2,2030
五陆线（459）,Pattern 1,17.652476759731833,27.41671090431799,360.2130268261998,1416.3480778229896,365,ssp585,ACCESS-CM2,2030
五陈线（458）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
五雄线（476）,Pattern 1,17.652476759731833,27.41671090431799,360.2130268261998,1416.3480778229896,365,ssp585,ACCESS-CM2,2030
五龙一回（475）,Pattern 2,17.652476759731833,27.41671090431799,360.2130268261998,1416.3480778229896,365,ssp585,ACCESS-CM2,2030
五龙二回（487）,Pattern 2,17.652476759731833,27.41671090431799,360.2130268261998,1416.3480778229896,365,ssp585,ACCESS-CM2,2030
光国一回（454）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
光国二回（459）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
光山线（461）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
光岩一回（453）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
光岩三回（463）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
光岩二回（458）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
光明一回（452）,Pattern 1,18.375885060174994,28.290530958079238,460.8341281167794,1321.7562318976927,365,ssp585,ACCESS-CM2,2030
光明三回（454）,Pattern 1,18.375885060174994,28.290530958079238,460.8341281167794,1321.7562318976927,365,ssp585,ACCESS-CM2,2030
光明二回（453）,Pattern 2,18.375885060174994,28.290530958079238,460.8341281167794,1321.7562318976927,365,ssp585,ACCESS-CM2,2030
光明四回（462）,Pattern 2,18.375885060174994,28.290530958079238,460.8341281167794,1321.7562318976927,365,ssp585,ACCESS-CM2,2030
光高线（459）,Pattern 1,18.375885060174994,28.290530958079238,460.8341281167794,1321.7562318976927,365,ssp585,ACCESS-CM2,2030
凉响线（459）,Pattern 2,17.69890442831906,27.46839435416938,363.50868837039275,1411.8752714948155,365,ssp585,ACCESS-CM2,2030
凉甘线（458）,Pattern 2,17.69890442831906,27.46839435416938,363.50868837039275,1411.8752714948155,365,ssp585,ACCESS-CM2,2030
凉青线（456）,Pattern 1,18.708430967350765,28.621092597736087,498.49770371691545,1272.4044052704855,365,ssp585,ACCESS-CM2,2030
凉风线（454）,Pattern 1,18.708430967350765,28.621092597736087,498.49770371691545,1272.4044052704855,365,ssp585,ACCESS-CM2,2030
凉高线（453）,Pattern 1,17.69890442831906,27.46839435416938,363.50868837039275,1411.8752714948155,365,ssp585,ACCESS-CM2,2030
北山一回（453）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
北山三回（455）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
北山二回（454）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
北山五回（458）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
北山四回（457）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
北清一回(459),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
北清二回(461),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
医专一回（476）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
双走线（451）,Pattern 1,17.232008840853222,26.916130745956742,306.5387184039446,1475.3682320519858,365,ssp585,ACCESS-CM2,2030
双龙线（455）,Pattern 2,17.232008840853222,26.916130745956742,306.5387184039446,1475.3682320519858,365,ssp585,ACCESS-CM2,2030
古化线(456),Pattern 1,18.32461491188298,28.141460241685913,439.22025068827077,1319.65758544473,365,ssp585,ACCESS-CM2,2030
古国线(462),Pattern 1,18.32461491188298,28.141460241685913,439.22025068827077,1319.65758544473,365,ssp585,ACCESS-CM2,2030
古沙线(454),Pattern 2,18.32461491188298,28.141460241685913,439.22025068827077,1319.65758544473,365,ssp585,ACCESS-CM2,2030
古瑞二回(464),Pattern 1,18.32461491188298,28.141460241685913,439.22025068827077,1319.65758544473,365,ssp585,ACCESS-CM2,2030
古瑞线(455),Pattern 1,18.32461491188298,28.141460241685913,439.22025068827077,1319.65758544473,365,ssp585,ACCESS-CM2,2030
古铁线(458),Pattern 2,18.32461491188298,28.141460241685913,439.22025068827077,1319.65758544473,365,ssp585,ACCESS-CM2,2030
后关线（461）,Pattern 1,17.641979198108114,27.39169897543809,359.48146894963037,1425.0599152796626,365,ssp585,ACCESS-CM2,2030
后桥线（455）,Pattern 2,16.447973047894504,26.034656867277857,226.23779723803017,1604.515763070781,365,ssp585,ACCESS-CM2,2030
后紫线（462）,Pattern 1,16.740467237313975,26.34285021638534,254.3093911401576,1558.8340611721353,365,ssp585,ACCESS-CM2,2030
后铁线（454）,Pattern 1,18.07143709423764,27.834234210579485,408.17058656410615,1357.4408908383252,365,ssp585,ACCESS-CM2,2030
周医一回(464),Pattern 1,18.375885060174994,28.290530958079238,460.8341281167794,1321.7562318976927,365,ssp585,ACCESS-CM2,2030
周医二回(468),Pattern 2,18.375885060174994,28.290530958079238,460.8341281167794,1321.7562318976927,365,ssp585,ACCESS-CM2,2030
周家坝一回(456),Pattern 2,18.375885060174994,28.290530958079238,460.8341281167794,1321.7562318976927,365,ssp585,ACCESS-CM2,2030
周柳线(452),Pattern 1,18.375885060174994,28.290530958079238,460.8341281167794,1321.7562318976927,365,ssp585,ACCESS-CM2,2030
周铁一回(459),Pattern 2,18.375885060174994,28.290530958079238,460.8341281167794,1321.7562318976927,365,ssp585,ACCESS-CM2,2030
壤杨线（456）,Pattern 2,18.736745330433262,28.615952830845234,499.279748282373,1264.7741044612583,365,ssp585,ACCESS-CM2,2030
壤武线（453）,Pattern 2,18.32461491188298,28.141460241685913,439.22025068827077,1319.65758544473,365,ssp585,ACCESS-CM2,2030
壤武线（457）,Pattern 2,18.32461491188298,28.141460241685913,439.22025068827077,1319.65758544473,365,ssp585,ACCESS-CM2,2030
壤渡线（454）,Pattern 1,18.736745330433262,28.615952830845234,499.279748282373,1264.7741044612583,365,ssp585,ACCESS-CM2,2030
壤电线（458）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
大三一回（456）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
大三二回（478）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
大医线（453）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
大周线(451),Pattern 2,19.013467039065613,28.982016860479774,553.6346914183227,1242.1682951642372,365,ssp585,ACCESS-CM2,2030
大安二回（459）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
大安线（461）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
大新二回（467）,Pattern 1,19.369577845154915,29.29978542749914,588.4026306945051,1173.83150050017,365,ssp585,ACCESS-CM2,2030
大桥一回（466）,Pattern 2,19.369577845154915,29.29978542749914,588.4026306945051,1173.83150050017,365,ssp585,ACCESS-CM2,2030
大桥三回（455）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
大桥二回（462）,Pattern 2,17.652476759731833,27.41671090431799,360.2130268261998,1416.3480778229896,365,ssp585,ACCESS-CM2,2030
大桥四回（468）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
大铁线（469）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
大高线（477）,Pattern 1,19.369577845154915,29.29978542749914,588.4026306945051,1173.83150050017,365,ssp585,ACCESS-CM2,2030
太九一回（464）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太九二回（469）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太九线（459）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太双一回（467）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太双三回（463）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太双二回（462）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太塘一回（468）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太塘二回（471）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太山一回（466）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太山二回（456）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太水一回（461）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太水二回（455）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太福二回（472）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太禾线（458）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
太金线（457）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
宁凉线（457）,Pattern 1,17.69890442831906,27.46839435416938,363.50868837039275,1411.8752714948155,365,ssp585,ACCESS-CM2,2030
小周线(452),Pattern 1,19.025817821135288,28.963303122612878,552.0377241298968,1234.7070159082339,365,ssp585,ACCESS-CM2,2030
平升一回（455）,Pattern 1,18.37480069896312,28.236762881103097,455.68445035419745,1321.9562251196926,365,ssp585,ACCESS-CM2,2030
平升二回（459）,Pattern 1,18.227815570153965,28.075645286355577,437.2508939339931,1341.434712708285,365,ssp585,ACCESS-CM2,2030
平登线（458）,Pattern 1,18.227815570153965,28.075645286355577,437.2508939339931,1341.434712708285,365,ssp585,ACCESS-CM2,2030
平贝线（456）,Pattern 1,18.227815570153965,28.075645286355577,437.2508939339931,1341.434712708285,365,ssp585,ACCESS-CM2,2030
平铁线（457）,Pattern 2,18.227815570153965,28.075645286355577,437.2508939339931,1341.434712708285,365,ssp585,ACCESS-CM2,2030
映周线(451),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
映天一回(455),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
映天三回(466),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
映天二回(468),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
映平线（453）,Pattern 1,18.227815570153965,28.075645286355577,437.2508939339931,1341.434712708285,365,ssp585,ACCESS-CM2,2030
映水线(472),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
映流三回(454),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
映流二回(473),Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
映流线(453),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
映申线(474),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
映登线(452),Pattern 1,18.227815570153965,28.075645286355577,437.2508939339931,1341.434712708285,365,ssp585,ACCESS-CM2,2030
映祥线(471),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
映龙二回(469),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
未来城一回（459）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
未来城二回（477）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
枇杷坪一回(457),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
枇杷坪七回(468),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
枇杷坪三回(465),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
枇杷坪二回(458),Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
枇杷坪六回(467),Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
枇杷坪四回(464),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
枇海线(456),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
枇滨线(463),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
枇睿线(462),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
枇附线(455),Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
桥高三回（473）,Pattern 1,18.227815570153965,28.075645286355577,437.2508939339931,1341.434712708285,365,ssp585,ACCESS-CM2,2030
桥高二回（472）,Pattern 1,18.227815570153965,28.075645286355577,437.2508939339931,1341.434712708285,365,ssp585,ACCESS-CM2,2030
武陵一回（456）,Pattern 2,18.162294550133772,27.951249466428045,414.18182441214077,1338.844962304709,365,ssp585,ACCESS-CM2,2030
武黄线（455）,Pattern 2,17.95610909960714,27.728906461460014,388.8343237040702,1369.7791608819603,365,ssp585,ACCESS-CM2,2030
江万线（484）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
江东线（445）,Pattern 1,17.652476759731833,27.41671090431799,360.2130268261998,1416.3480778229896,365,ssp585,ACCESS-CM2,2030
江体一回（465）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
江体二回（466）,Pattern 3,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
江山一回（458）,Pattern 1,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
江山二回（476）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
江恒线（456）,Pattern 2,19.47035550217687,29.534807446396652,618.4888043965925,1178.3969707911747,365,ssp585,ACCESS-CM2,2030
